"","DEP.Result.ID","Activity.ID","year","month","day","time","Activity.Start.Date.Time","lat_deg","lat_min","Org.Decimal.Latitude","lon_deg","lon_min","Org.Decimal.Longitude","Monitoring.Location.ID","Activity.Type","Activity.Depth","Activity.Depth.Unit","Activity.Depth.Top.Bottom.Unit","Sample.Collection.Type","Activity.Top.Depth","Activity.Bottom.Depth","Value.Qualifier","Result.Comments","DEP.Analyte.Name","DEP.Result.Value.Number","DEP.Result.Unit","program","RowID","ProgramID","ProgramName","Habitat","IndicatorID","IndicatorName","ParameterID","ParameterName","ParameterUnits","ProgramLocationID","AreaID","ManagedAreaName","Region","ActivityType","SampleDate","ResultValue","Year","Month","ActivityDepth_m","RelativeDepth","TotalDepth_m","MDL","PQL","DetectionUnit","ValueQualifier","ValueQualifierSource","SampleFraction","ResultComments","OriginalLatitude","OriginalLongitude","SEACAR_QAQCFlagCode","SEACAR_QAQC_Description","Include","SEACAR_EventID","MADup","ExportVersion","data_source","CLIENT SAMPLE ID","LAB SAMPLE ID","MATRIX","COLLECTED","ANALYTE","SAMPLE RESULT","REPORTING LIMIT","UNITS","METHOD","DILUTION","ANALYZED","PREPARED","source_file","SAMPLE COLLECTION DATE","Organization.ID","Org.Latitude..DD.MM.SS.SSSS.","Org.Longitude..DD.MM.SS.SSSS.","WBID","Matrix","Sampling.Agency.Name","DEP.Result.Value.Text","DEP.MDL","DEP.PQL","Sample.Fraction","Lab.ID","Audit.Censored.Decisions"
"...433",NA,NA,NA,NA,NA,NA,"11/19/2024 12:00:00",NA,NA,NA,NA,NA,NA,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","29","35920081006","Water","11/19/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","11/23/2024","11/23/2024","Results 11-19-2024.xls","11-19-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...434",NA,NA,NA,NA,NA,NA,"11/19/2024 12:00:00",NA,NA,NA,NA,NA,NA,"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","30","35920081007","Water","11/19/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","11/23/2024","11/23/2024","Results 11-19-2024.xls","11-19-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...435",NA,NA,NA,NA,NA,NA,"11/19/2024 12:00:00",NA,NA,NA,NA,NA,NA,"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","31","35920081008","Water","11/19/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","11/23/2024","11/23/2024","Results 11-19-2024.xls","11-19-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...436",NA,NA,NA,NA,NA,NA,"11/19/2024 12:00:00",NA,NA,NA,NA,NA,NA,"34",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","34","35920081009","Water","11/19/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","11/23/2024","11/23/2024","Results 11-19-2024.xls","11-19-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...437",NA,NA,NA,NA,NA,NA,"11/19/2024 12:00:00",NA,NA,NA,NA,NA,NA,"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","41","35920081010","Water","11/19/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","11/23/2024","11/23/2024","Results 11-19-2024.xls","11-19-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...438",NA,NA,NA,NA,NA,NA,"11/19/2024 12:00:00",NA,NA,NA,NA,NA,NA,"40",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","40","35920081011","Water","11/19/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","11/23/2024","11/23/2024","Results 11-19-2024.xls","11-19-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...439",NA,NA,NA,NA,NA,NA,"11/19/2024 12:00:00",NA,NA,NA,NA,NA,NA,"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","39","35920081012","Water","11/19/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","11/23/2024","11/23/2024","Results 11-19-2024.xls","11-19-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...440",NA,NA,NA,NA,NA,NA,"11/19/2024 12:00:00",NA,NA,NA,NA,NA,NA,"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","38","35920081013","Water","11/19/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","11/23/2024","11/23/2024","Results 11-19-2024.xls","11-19-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...441",NA,NA,NA,NA,NA,NA,"11/19/2024 12:00:00",NA,NA,NA,NA,NA,NA,"37",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.11,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","37","35920081014","Water","11/19/2024","Nitrogen, Ammonia","0.11","0.050","mg/L","350.1 Ammonia","1","11/23/2024","11/23/2024","Results 11-19-2024.xls","11-19-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...442",NA,NA,NA,NA,NA,NA,"11/19/2024 12:00:00",NA,NA,NA,NA,NA,NA,"36",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","36","35920081015","Water","11/19/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","11/23/2024","11/23/2024","Results 11-19-2024.xls","11-19-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...443",NA,NA,NA,NA,NA,NA,"11/19/2024 12:00:00",NA,NA,NA,NA,NA,NA,"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","35","35920081016","Water","11/19/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","11/23/2024","11/23/2024","Results 11-19-2024.xls","11-19-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...444",NA,NA,NA,NA,NA,NA,"11/19/2024 12:00:00",NA,NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","25","35920081017","Water","11/19/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","11/23/2024","11/23/2024","Results 11-19-2024.xls","11-19-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...445",NA,NA,NA,NA,NA,NA,"11/20/2024 12:00:00",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.074,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","1","35920386001","Water","11/20/2024","Nitrogen, Ammonia","0.074","0.050","mg/L","350.1 Ammonia","1","11/26/2024","11/26/2024","Results 11-20-2024.xls","11-20-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...446",NA,NA,NA,NA,NA,NA,"11/20/2024 12:00:00",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.052,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","2","35920386002","Water","11/20/2024","Nitrogen, Ammonia","0.052","0.050","mg/L","350.1 Ammonia","1","11/26/2024","11/26/2024","Results 11-20-2024.xls","11-20-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...447",NA,NA,NA,NA,NA,NA,"11/20/2024 12:00:00",NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","3","35920386003","Water","11/20/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","11/26/2024","11/26/2024","Results 11-20-2024.xls","11-20-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...448",NA,NA,NA,NA,NA,NA,"11/20/2024 12:00:00",NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","4","35920386004","Water","11/20/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","11/26/2024","11/26/2024","Results 11-20-2024.xls","11-20-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...449",NA,NA,NA,NA,NA,NA,"11/20/2024 12:00:00",NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","5","35920386005","Water","11/20/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","11/21/2024","11/21/2024","Results 11-20-2024.xls","11-20-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...450",NA,NA,NA,NA,NA,NA,"11/20/2024 12:00:00",NA,NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.044,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","6","35920386006","Water","11/20/2024","Nitrogen, Ammonia","0.044","0.050","mg/L","350.1 Ammonia","1","11/26/2024","11/26/2024","Results 11-20-2024.xls","11-20-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...451",NA,NA,NA,NA,NA,NA,"11/20/2024 12:00:00",NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","7","35920386007","Water","11/20/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","11/26/2024","11/26/2024","Results 11-20-2024.xls","11-20-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...452",NA,NA,NA,NA,NA,NA,"11/20/2024 12:00:00",NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","8","35920386008","Water","11/20/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","11/26/2024","11/26/2024","Results 11-20-2024.xls","11-20-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...453",NA,NA,NA,NA,NA,NA,"11/20/2024 12:00:00",NA,NA,NA,NA,NA,NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","9","35920386009","Water","11/20/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","11/21/2024","11/21/2024","Results 11-20-2024.xls","11-20-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...454",NA,NA,NA,NA,NA,NA,"11/20/2024 12:00:00",NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","10","35920386010","Water","11/20/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","11/26/2024","11/26/2024","Results 11-20-2024.xls","11-20-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...455",NA,NA,NA,NA,NA,NA,"11/20/2024 12:00:00",NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","11","35920386011","Water","11/20/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","11/26/2024","11/26/2024","Results 11-20-2024.xls","11-20-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...456",NA,NA,NA,NA,NA,NA,"11/20/2024 12:00:00",NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.037,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","12","35920386012","Water","11/20/2024","Nitrogen, Ammonia","0.037","0.050","mg/L","350.1 Ammonia","1","11/26/2024","11/26/2024","Results 11-20-2024.xls","11-20-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...457",NA,NA,NA,NA,NA,NA,"11/20/2024 12:00:00",NA,NA,NA,NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","13","35920386013","Water","11/20/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","11/26/2024","11/26/2024","Results 11-20-2024.xls","11-20-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...458",NA,NA,NA,NA,NA,NA,"11/20/2024 12:00:00",NA,NA,NA,NA,NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","14","35920386014","Water","11/20/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","11/26/2024","11/26/2024","Results 11-20-2024.xls","11-20-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...459",NA,NA,NA,NA,NA,NA,"11/20/2024 12:00:00",NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.076,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","15","35920386015","Water","11/20/2024","Nitrogen, Ammonia","0.076","0.050","mg/L","350.1 Ammonia","1","11/26/2024","11/26/2024","Results 11-20-2024.xls","11-20-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...460",NA,NA,NA,NA,NA,NA,"11/20/2024 12:00:00",NA,NA,NA,NA,NA,NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.088,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","16","35920386016","Water","11/20/2024","Nitrogen, Ammonia","0.088","0.050","mg/L","350.1 Ammonia","1","11/26/2024","11/26/2024","Results 11-20-2024.xls","11-20-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...461",NA,NA,NA,NA,NA,NA,"11/20/2024 12:00:00",NA,NA,NA,NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.15,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","17","35920386017","Water","11/20/2024","Nitrogen, Ammonia","0.15","0.050","mg/L","350.1 Ammonia","1","11/26/2024","11/26/2024","Results 11-20-2024.xls","11-20-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...462",NA,NA,NA,NA,NA,NA,"11/20/2024 12:00:00",NA,NA,NA,NA,NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.081,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","18","35920386018","Water","11/20/2024","Nitrogen, Ammonia","0.081","0.050","mg/L","350.1 Ammonia","1","11/26/2024","11/26/2024","Results 11-20-2024.xls","11-20-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...463",NA,NA,NA,NA,NA,NA,"11/20/2024 12:00:00",NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.081,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","19","35920386019","Water","11/20/2024","Nitrogen, Ammonia","0.081","0.050","mg/L","350.1 Ammonia","1","11/26/2024","11/26/2024","Results 11-20-2024.xls","11-20-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...464",NA,NA,NA,NA,NA,NA,"11/20/2024 12:00:00",NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","20","35920386020","Water","11/20/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","11/26/2024","11/26/2024","Results 11-20-2024.xls","11-20-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...465",NA,NA,NA,NA,NA,NA,"11/20/2024 12:00:00",NA,NA,NA,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.064,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","21","35920386021","Water","11/20/2024","Nitrogen, Ammonia","0.064","0.050","mg/L","350.1 Ammonia","1","11/26/2024","11/26/2024","Results 11-20-2024.xls","11-20-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...466",NA,NA,NA,NA,NA,NA,"11/20/2024 12:00:00",NA,NA,NA,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","22","35920386022","Water","11/20/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","11/26/2024","11/26/2024","Results 11-20-2024.xls","11-20-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...467",NA,NA,NA,NA,NA,NA,"11/20/2024 12:00:00",NA,NA,NA,NA,NA,NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","23","35920386023","Water","11/20/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","11/26/2024","11/26/2024","Results 11-20-2024.xls","11-20-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...468",NA,NA,NA,NA,NA,NA,"11/20/2024 12:00:00",NA,NA,NA,NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","24","35920386024","Water","11/20/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","11/26/2024","11/26/2024","Results 11-20-2024.xls","11-20-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...469",NA,NA,NA,NA,NA,NA,"12/30/2024 12:00:00",NA,NA,NA,NA,NA,NA,"#1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","#1","35927457001","Water","12/30/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","01/07/2025","01/07/2025","12-30-2024 Data.xls","12-30-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
